city,state,cost,statistics,latitude,longitude
Kalispell,MT,"{'2022-01-01': 1941.89, '2022-02-01': 1989.01, '2022-03-01': 1977.81, '2022-04-01': 2032.72, '2022-05-01': 2054.77, '2022-06-01': 2080.16, '2022-07-01': 2089.37, '2022-08-01': 2093.41, '2022-09-01': 2107.11, '2022-10-01': 2076.59, '2022-11-01': 2027.64, '2022-12-01': 1998.81, '2023-01-01': 1968.15, '2023-02-01': 1970.31, '2023-03-01': 1985.22, '2023-04-01': 2049.74, '2023-05-01': 2080.83, '2023-06-01': 2105.96, '2023-07-01': 2098.81, '2023-08-01': 2093.34, '2023-09-01': 2071.35, '2023-10-01': 2032.3, '2023-11-01': 2010.34, '2023-12-01': 1992.48, '2024-01-01': 2005.27, '2024-02-01': 2031.66, '2024-03-01': 2055.68, '2024-04-01': 2074.96, '2024-05-01': 2108.5, '2024-06-01': 2127.67, '2024-07-01': 2152.67, '2024-08-01': 2131.31, '2024-09-01': 2107.29, '2024-10-01': 2077.0, '2024-11-01': 2059.79, '2024-12-01': 2046.47, '2025-01-01': 2009.11, '2025-02-01': 2028.69, '2025-03-01': 2059.51, '2025-04-01': 2126.06, '2025-05-01': 2142.98, '2025-06-01': 2147.53, '2025-07-01': 2161.7, '2025-08-01': 2153.33, '2025-09-01': 2151.62, '2025-10-01': 2116.24, '2025-11-01': 2091.37, '2025-12-01': 2081.2, '2026-01-01': 2078.52}","{'representative_monthly_cost': 2121.15, 'estimated_income_needed': 84846.0, 'yoy_rent_change_pct': 3.45}",48.2153,-114.3274
Missoula,MT,"{'2015-01-01': 811.43, '2015-02-01': 810.94, '2015-03-01': 820.08, '2015-04-01': 825.43, '2015-05-01': 833.31, '2015-06-01': 833.73, '2015-07-01': 839.61, '2015-08-01': 843.02, '2015-09-01': 846.28, '2015-10-01': 849.31, '2015-11-01': 856.29, '2015-12-01': 857.54, '2016-01-01': 851.59, '2016-02-01': 847.74, '2016-03-01': 852.29, '2016-04-01': 858.56, '2016-05-01': 859.25, '2016-06-01': 862.05, '2016-07-01': 870.33, '2016-08-01': 874.51, '2016-09-01': 870.27, '2016-10-01': 870.86, '2016-11-01': 871.99, '2016-12-01': 882.96, '2017-01-01': 882.67, '2017-02-01': 885.88, '2017-03-01': 887.61, '2017-04-01': 895.08, '2017-05-01': 901.39, '2017-06-01': 904.47, '2017-07-01': 906.52, '2017-08-01': 903.19, '2017-09-01': 901.98, '2017-10-01': 899.41, '2017-11-01': 902.2, '2017-12-01': 899.06, '2018-01-01': 897.22, '2018-02-01': 909.38, '2018-03-01': 921.1, '2018-04-01': 929.33, '2018-05-01': 924.33, '2018-06-01': 927.08, '2018-07-01': 929.09, '2018-08-01': 929.99, '2018-09-01': 923.0, '2018-10-01': 918.23, '2018-11-01': 909.42, '2018-12-01': 911.85, '2019-01-01': 923.82, '2019-02-01': 935.62, '2019-03-01': 952.18, '2019-04-01': 961.01, '2019-05-01': 975.09, '2019-06-01': 976.38, '2019-07-01': 977.62, '2019-08-01': 977.89, '2019-09-01': 982.95, '2019-10-01': 983.36, '2019-11-01': 968.96, '2019-12-01': 957.19, '2020-01-01': 947.17, '2020-02-01': 971.86, '2020-03-01': 983.96, '2020-04-01': 1003.04, '2020-05-01': 999.62, '2020-06-01': 1011.04, '2020-07-01': 1023.45, '2020-08-01': 1041.3, '2020-09-01': 1091.03, '2020-10-01': 1099.15, '2020-11-01': 1112.15, '2020-12-01': 1085.53, '2021-01-01': 1110.54, '2021-02-01': 1129.91, '2021-03-01': 1153.14, '2021-04-01': 1188.94, '2021-05-01': 1222.47, '2021-06-01': 1290.34, '2021-07-01': 1326.96, '2021-08-01': 1338.57, '2021-09-01': 1316.69, '2021-10-01': 1290.16, '2021-11-01': 1297.29, '2021-12-01': 1308.36, '2022-01-01': 1338.54, '2022-02-01': 1353.84, '2022-03-01': 1368.97, '2022-04-01': 1387.67, '2022-05-01': 1411.55, '2022-06-01': 1424.84, '2022-07-01': 1426.92, '2022-08-01': 1427.56, '2022-09-01': 1420.56, '2022-10-01': 1418.75, '2022-11-01': 1415.07, '2022-12-01': 1425.25, '2023-01-01': 1416.04, '2023-02-01': 1396.87, '2023-03-01': 1396.0, '2023-04-01': 1427.48, '2023-05-01': 1465.06, '2023-06-01': 1487.67, '2023-07-01': 1499.28, '2023-08-01': 1495.44, '2023-09-01': 1479.42, '2023-10-01': 1457.27, '2023-11-01': 1446.67, '2023-12-01': 1437.42, '2024-01-01': 1420.4, '2024-02-01': 1428.91, '2024-03-01': 1452.99, '2024-04-01': 1481.73, '2024-05-01': 1500.59, '2024-06-01': 1512.0, '2024-07-01': 1525.59, '2024-08-01': 1532.8, '2024-09-01': 1522.81, '2024-10-01': 1507.58, '2024-11-01': 1488.13, '2024-12-01': 1482.33, '2025-01-01': 1481.64, '2025-02-01': 1503.54, '2025-03-01': 1514.88, '2025-04-01': 1541.74, '2025-05-01': 1548.92, '2025-06-01': 1564.87, '2025-07-01': 1567.07, '2025-08-01': 1569.73, '2025-09-01': 1563.34, '2025-10-01': 1549.84, '2025-11-01': 1539.43, '2025-12-01': 1543.19, '2026-01-01': 1545.52}","{'representative_monthly_cost': 1547.22, 'estimated_income_needed': 61888.8, 'yoy_rent_change_pct': 4.31}",46.8751,-114.0214
Albemarle,NC,"{'2024-12-01': 1404.44, '2025-01-01': 1422.5, '2025-02-01': 1414.93, '2025-03-01': 1452.54, '2025-04-01': 1520.54, '2025-05-01': 1550.39, '2025-06-01': 1547.39, '2025-07-01': 1519.08, '2025-08-01': 1489.14, '2025-09-01': 1488.49, '2025-10-01': 1472.23, '2025-11-01': 1502.73, '2025-12-01': 1491.67, '2026-01-01': 1493.33}","{'representative_monthly_cost': 1492.5, 'estimated_income_needed': 59700.0, 'yoy_rent_change_pct': 4.98}",35.3594,-80.1915
Asheville,NC,"{'2015-01-01': 953.08, '2015-02-01': 947.37, '2015-03-01': 964.04, '2015-04-01': 975.56, '2015-05-01': 984.39, '2015-06-01': 984.24, '2015-07-01': 990.7, '2015-08-01': 1002.49, '2015-09-01': 1008.74, '2015-10-01': 1007.55, '2015-11-01': 999.19, '2015-12-01': 1003.51, '2016-01-01': 1010.38, '2016-02-01': 1010.84, '2016-03-01': 1005.78, '2016-04-01': 1010.8, '2016-05-01': 1025.41, '2016-06-01': 1046.38, '2016-07-01': 1056.94, '2016-08-01': 1060.23, '2016-09-01': 1062.91, '2016-10-01': 1060.97, '2016-11-01': 1061.22, '2016-12-01': 1050.12, '2017-01-01': 1057.89, '2017-02-01': 1061.37, '2017-03-01': 1082.93, '2017-04-01': 1085.15, '2017-05-01': 1100.61, '2017-06-01': 1103.28, '2017-07-01': 1110.89, '2017-08-01': 1118.5, '2017-09-01': 1120.56, '2017-10-01': 1121.4, '2017-11-01': 1118.17, '2017-12-01': 1125.45, '2018-01-01': 1129.99, '2018-02-01': 1135.13, '2018-03-01': 1146.19, '2018-04-01': 1151.24, '2018-05-01': 1161.28, '2018-06-01': 1160.75, '2018-07-01': 1165.84, '2018-08-01': 1166.15, '2018-09-01': 1171.79, '2018-10-01': 1174.84, '2018-11-01': 1185.09, '2018-12-01': 1184.97, '2019-01-01': 1199.13, '2019-02-01': 1194.93, '2019-03-01': 1197.23, '2019-04-01': 1193.56, '2019-05-01': 1205.69, '2019-06-01': 1216.28, '2019-07-01': 1219.52, '2019-08-01': 1225.54, '2019-09-01': 1227.86, '2019-10-01': 1225.63, '2019-11-01': 1224.01, '2019-12-01': 1228.22, '2020-01-01': 1228.07, '2020-02-01': 1232.21, '2020-03-01': 1229.67, '2020-04-01': 1237.1, '2020-05-01': 1235.72, '2020-06-01': 1246.36, '2020-07-01': 1259.82, '2020-08-01': 1273.16, '2020-09-01': 1285.01, '2020-10-01': 1292.04, '2020-11-01': 1293.37, '2020-12-01': 1297.35, '2021-01-01': 1311.18, '2021-02-01': 1331.41, '2021-03-01': 1345.62, '2021-04-01': 1362.07, '2021-05-01': 1377.02, '2021-06-01': 1406.52, '2021-07-01': 1433.81, '2021-08-01': 1462.95, '2021-09-01': 1478.69, '2021-10-01': 1499.89, '2021-11-01': 1519.48, '2021-12-01': 1541.22, '2022-01-01': 1562.6, '2022-02-01': 1569.41, '2022-03-01': 1574.69, '2022-04-01': 1585.48, '2022-05-01': 1621.85, '2022-06-01': 1638.41, '2022-07-01': 1652.96, '2022-08-01': 1652.34, '2022-09-01': 1673.97, '2022-10-01': 1681.0, '2022-11-01': 1691.57, '2022-12-01': 1689.45, '2023-01-01': 1698.28, '2023-02-01': 1690.32, '2023-03-01': 1711.84, '2023-04-01': 1713.77, '2023-05-01': 1731.55, '2023-06-01': 1725.21, '2023-07-01': 1728.04, '2023-08-01': 1728.41, '2023-09-01': 1734.9, '2023-10-01': 1738.08, '2023-11-01': 1740.43, '2023-12-01': 1734.94, '2024-01-01': 1734.39, '2024-02-01': 1740.68, '2024-03-01': 1754.87, '2024-04-01': 1767.43, '2024-05-01': 1780.33, '2024-06-01': 1787.72, '2024-07-01': 1798.83, '2024-08-01': 1799.75, '2024-09-01': 1798.01, '2024-10-01': 1795.71, '2024-11-01': 1789.5, '2024-12-01': 1783.28, '2025-01-01': 1766.42, '2025-02-01': 1766.78, '2025-03-01': 1766.02, '2025-04-01': 1775.0, '2025-05-01': 1774.87, '2025-06-01': 1776.13, '2025-07-01': 1780.59, '2025-08-01': 1778.67, '2025-09-01': 1781.87, '2025-10-01': 1775.36, '2025-11-01': 1769.28, '2025-12-01': 1764.44, '2026-01-01': 1754.99}","{'representative_monthly_cost': 1774.94, 'estimated_income_needed': 70997.6, 'yoy_rent_change_pct': -0.65}",35.5707,-82.5537
Boone,NC,"{'2025-10-01': 1552.98, '2025-11-01': 1602.67, '2025-12-01': 1777.44, '2026-01-01': 1800.92}","{'representative_monthly_cost': 1690.06, 'estimated_income_needed': 67602.4, 'yoy_rent_change_pct': None}",36.2111,-81.6669
Brevard,NC,"{'2025-05-01': 1855.64, '2025-06-01': 1991.14, '2025-07-01': 2011.94, '2025-08-01': 2046.72, '2025-09-01': 2013.01, '2025-10-01': 1942.54, '2025-11-01': 1939.31, '2025-12-01': 1945.22, '2026-01-01': 1966.67}","{'representative_monthly_cost': 1966.67, 'estimated_income_needed': 78666.8, 'yoy_rent_change_pct': None}",35.2438,-82.7265
Burlington,NC,"{'2016-02-01': 722.56, '2016-03-01': 727.25, '2016-04-01': 745.43, '2016-05-01': 732.18, '2016-06-01': 729.65, '2016-07-01': 720.32, '2016-08-01': 722.06, '2016-09-01': 732.52, '2016-10-01': 739.38, '2016-11-01': 743.71, '2016-12-01': 738.34, '2017-01-01': 739.67, '2017-02-01': 747.25, '2017-03-01': 758.74, '2017-04-01': 759.77, '2017-05-01': 765.84, '2017-06-01': 764.51, '2017-07-01': 769.91, '2017-08-01': 767.87, '2017-09-01': 768.27, '2017-10-01': 774.44, '2017-11-01': 786.64, '2017-12-01': 789.21, '2018-01-01': 791.28, '2018-02-01': 791.28, '2018-03-01': 797.26, '2018-04-01': 801.92, '2018-05-01': 808.99, '2018-06-01': 830.63, '2018-07-01': 840.45, '2018-08-01': 840.88, '2018-09-01': 837.55, '2018-10-01': 830.57, '2018-11-01': 828.66, '2018-12-01': 820.04, '2019-01-01': 831.88, '2019-02-01': 846.94, '2019-03-01': 860.69, '2019-04-01': 864.01, '2019-05-01': 869.15, '2019-06-01': 877.83, '2019-07-01': 890.11, '2019-08-01': 901.12, '2019-09-01': 907.2, '2019-10-01': 903.5, '2019-11-01': 896.45, '2019-12-01': 873.43, '2020-01-01': 875.23, '2020-02-01': 877.81, '2020-03-01': 903.22, '2020-04-01': 912.11, '2020-05-01': 923.83, '2020-06-01': 938.96, '2020-07-01': 934.11, '2020-08-01': 936.85, '2020-09-01': 937.96, '2020-10-01': 950.71, '2020-11-01': 958.7, '2020-12-01': 965.27, '2021-01-01': 989.22, '2021-02-01': 996.07, '2021-03-01': 1008.12, '2021-04-01': 1011.88, '2021-05-01': 1030.08, '2021-06-01': 1047.46, '2021-07-01': 1065.12, '2021-08-01': 1076.81, '2021-09-01': 1078.34, '2021-10-01': 1083.88, '2021-11-01': 1083.05, '2021-12-01': 1099.79, '2022-01-01': 1114.38, '2022-02-01': 1155.77, '2022-03-01': 1170.63, '2022-04-01': 1181.27, '2022-05-01': 1182.22, '2022-06-01': 1201.69, '2022-07-01': 1228.21, '2022-08-01': 1236.98, '2022-09-01': 1237.69, '2022-10-01': 1240.66, '2022-11-01': 1241.29, '2022-12-01': 1244.4, '2023-01-01': 1241.7, '2023-02-01': 1245.59, '2023-03-01': 1251.49, '2023-04-01': 1255.73, '2023-05-01': 1267.48, '2023-06-01': 1270.7, '2023-07-01': 1279.38, '2023-08-01': 1287.77, '2023-09-01': 1301.56, '2023-10-01': 1296.28, '2023-11-01': 1284.31, '2023-12-01': 1275.97, '2024-01-01': 1286.45, '2024-02-01': 1307.22, '2024-03-01': 1324.83, '2024-04-01': 1332.32, '2024-05-01': 1343.75, '2024-06-01': 1337.52, '2024-07-01': 1336.28, '2024-08-01': 1347.44, '2024-09-01': 1369.39, '2024-10-01': 1383.82, '2024-11-01': 1370.31, '2024-12-01': 1366.16, '2025-01-01': 1368.17, '2025-02-01': 1384.17, '2025-03-01': 1388.45, '2025-04-01': 1393.26, '2025-05-01': 1381.45, '2025-06-01': 1391.68, '2025-07-01': 1390.57, '2025-08-01': 1402.8, '2025-09-01': 1388.37, '2025-10-01': 1396.32, '2025-11-01': 1389.99, '2025-12-01': 1412.88, '2026-01-01': 1414.22}","{'representative_monthly_cost': 1391.13, 'estimated_income_needed': 55645.2, 'yoy_rent_change_pct': 3.37}",36.0760,-79.4685
Charlotte,NC,"{'2015-01-01': 986.04, '2015-02-01': 991.52, '2015-03-01': 996.63, '2015-04-01': 1007.0, '2015-05-01': 1016.28, '2015-06-01': 1023.91, '2015-07-01': 1029.06, '2015-08-01': 1033.46, '2015-09-01': 1035.16, '2015-10-01': 1034.99, '2015-11-01': 1035.09, '2015-12-01': 1036.74, '2016-01-01': 1040.84, '2016-02-01': 1047.86, '2016-03-01': 1055.0, '2016-04-01': 1061.0, '2016-05-01': 1065.68, '2016-06-01': 1070.98, '2016-07-01': 1077.39, '2016-08-01': 1081.44, '2016-09-01': 1083.3, '2016-10-01': 1085.36, '2016-11-01': 1083.45, '2016-12-01': 1082.01, '2017-01-01': 1084.95, '2017-02-01': 1094.44, '2017-03-01': 1108.67, '2017-04-01': 1121.22, '2017-05-01': 1131.67, '2017-06-01': 1139.42, '2017-07-01': 1143.13, '2017-08-01': 1144.0, '2017-09-01': 1144.9, '2017-10-01': 1141.08, '2017-11-01': 1143.25, '2017-12-01': 1144.41, '2018-01-01': 1148.74, '2018-02-01': 1155.89, '2018-03-01': 1161.96, '2018-04-01': 1172.39, '2018-05-01': 1178.52, '2018-06-01': 1187.92, '2018-07-01': 1192.99, '2018-08-01': 1195.15, '2018-09-01': 1190.53, '2018-10-01': 1190.23, '2018-11-01': 1193.6, '2018-12-01': 1201.2, '2019-01-01': 1208.78, '2019-02-01': 1214.67, '2019-03-01': 1223.68, '2019-04-01': 1231.45, '2019-05-01': 1239.68, '2019-06-01': 1246.31, '2019-07-01': 1251.44, '2019-08-01': 1253.18, '2019-09-01': 1256.34, '2019-10-01': 1255.6, '2019-11-01': 1255.2, '2019-12-01': 1253.07, '2020-01-01': 1256.58, '2020-02-01': 1259.97, '2020-03-01': 1270.96, '2020-04-01': 1270.01, '2020-05-01': 1273.68, '2020-06-01': 1273.69, '2020-07-01': 1285.52, '2020-08-01': 1294.57, '2020-09-01': 1300.35, '2020-10-01': 1304.31, '2020-11-01': 1308.77, '2020-12-01': 1313.34, '2021-01-01': 1319.18, '2021-02-01': 1325.62, '2021-03-01': 1336.73, '2021-04-01': 1356.04, '2021-05-01': 1382.55, '2021-06-01': 1412.89, '2021-07-01': 1443.31, '2021-08-01': 1472.03, '2021-09-01': 1494.66, '2021-10-01': 1509.45, '2021-11-01': 1517.62, '2021-12-01': 1527.81, '2022-01-01': 1534.9, '2022-02-01': 1543.25, '2022-03-01': 1552.41, '2022-04-01': 1569.67, '2022-05-01': 1594.59, '2022-06-01': 1622.76, '2022-07-01': 1648.9, '2022-08-01': 1658.72, '2022-09-01': 1655.37, '2022-10-01': 1647.67, '2022-11-01': 1643.26, '2022-12-01': 1641.87, '2023-01-01': 1642.25, '2023-02-01': 1646.09, '2023-03-01': 1657.14, '2023-04-01': 1665.68, '2023-05-01': 1678.23, '2023-06-01': 1685.71, '2023-07-01': 1693.11, '2023-08-01': 1694.75, '2023-09-01': 1689.55, '2023-10-01': 1682.15, '2023-11-01': 1670.59, '2023-12-01': 1667.88, '2024-01-01': 1667.35, '2024-02-01': 1672.92, '2024-03-01': 1675.66, '2024-04-01': 1682.89, '2024-05-01': 1691.18, '2024-06-01': 1701.4, '2024-07-01': 1707.52, '2024-08-01': 1708.86, '2024-09-01': 1705.35, '2024-10-01': 1696.06, '2024-11-01': 1690.15, '2024-12-01': 1686.22, '2025-01-01': 1691.04, '2025-02-01': 1700.91, '2025-03-01': 1711.34, '2025-04-01': 1720.95, '2025-05-01': 1727.05, '2025-06-01': 1732.35, '2025-07-01': 1733.08, '2025-08-01': 1730.91, '2025-09-01': 1726.63, '2025-10-01': 1719.56, '2025-11-01': 1711.77, '2025-12-01': 1704.17, '2026-01-01': 1703.67}","{'representative_monthly_cost': 1720.25, 'estimated_income_needed': 68810.0, 'yoy_rent_change_pct': 0.75}",35.2083,-80.8303
Cullowhee,NC,"{'2023-12-01': 1219.95, '2024-01-01': 1226.59, '2024-02-01': 1201.73, '2024-04-01': 1224.81, '2024-05-01': 1233.81, '2024-06-01': 1240.4, '2024-07-01': 1210.19, '2024-08-01': 1221.61, '2024-09-01': 1231.01, '2024-10-01': 1240.11, '2024-12-01': 1201.87, '2025-01-01': 1236.49, '2025-02-01': 1254.0, '2025-03-01': 1292.23, '2025-04-01': 1303.2, '2025-05-01': 1294.78, '2025-06-01': 1295.41, '2025-07-01': 1282.38, '2025-08-01': 1262.14, '2025-09-01': 1277.23, '2025-10-01': 1293.55, '2025-11-01': 1311.83, '2025-12-01': 1310.18, '2026-01-01': 1320.83}","{'representative_monthly_cost': 1294.16, 'estimated_income_needed': 51766.4, 'yoy_rent_change_pct': 6.82}",35.3097,-83.1816
Durham,NC,"{'2015-01-01': 1002.44, '2015-02-01': 1028.44, '2015-03-01': 1036.85, '2015-04-01': 1037.99, '2015-05-01': 1049.41, '2015-06-01': 1050.17, '2015-07-01': 1051.23, '2015-08-01': 1047.16, '2015-09-01': 1040.8, '2015-10-01': 1040.53, '2015-11-01': 1047.1, '2015-12-01': 1054.28, '2016-01-01': 1057.42, '2016-02-01': 1065.81, '2016-03-01': 1072.3, '2016-04-01': 1082.86, '2016-05-01': 1082.17, '2016-06-01': 1088.6, '2016-07-01': 1088.15, '2016-08-01': 1089.72, '2016-09-01': 1090.5, '2016-10-01': 1096.38, '2016-11-01': 1102.48, '2016-12-01': 1106.08, '2017-01-01': 1105.34, '2017-02-01': 1110.09, '2017-03-01': 1116.41, '2017-04-01': 1126.46, '2017-05-01': 1132.98, '2017-06-01': 1139.49, '2017-07-01': 1142.91, '2017-08-01': 1144.81, '2017-09-01': 1145.2, '2017-10-01': 1142.74, '2017-11-01': 1138.95, '2017-12-01': 1140.59, '2018-01-01': 1148.81, '2018-02-01': 1158.11, '2018-03-01': 1166.54, '2018-04-01': 1174.3, '2018-05-01': 1183.39, '2018-06-01': 1189.38, '2018-07-01': 1189.14, '2018-08-01': 1184.8, '2018-09-01': 1183.13, '2018-10-01': 1186.69, '2018-11-01': 1193.54, '2018-12-01': 1191.09, '2019-01-01': 1195.65, '2019-02-01': 1201.73, '2019-03-01': 1218.71, '2019-04-01': 1227.58, '2019-05-01': 1241.22, '2019-06-01': 1251.02, '2019-07-01': 1255.06, '2019-08-01': 1248.8, '2019-09-01': 1249.48, '2019-10-01': 1241.99, '2019-11-01': 1235.97, '2019-12-01': 1227.82, '2020-01-01': 1236.89, '2020-02-01': 1251.09, '2020-03-01': 1266.7, '2020-04-01': 1265.61, '2020-05-01': 1273.51, '2020-06-01': 1270.25, '2020-07-01': 1279.49, '2020-08-01': 1274.65, '2020-10-01': 1280.24, '2020-11-01': 1281.85, '2020-12-01': 1285.49, '2021-01-01': 1287.82, '2021-02-01': 1295.12, '2021-03-01': 1291.77, '2021-04-01': 1311.61, '2021-05-01': 1338.25, '2021-06-01': 1384.33, '2021-07-01': 1415.79, '2021-08-01': 1439.28, '2021-09-01': 1462.52, '2021-10-01': 1467.61, '2021-11-01': 1467.22, '2021-12-01': 1464.61, '2022-01-01': 1474.78, '2022-02-01': 1495.97, '2022-03-01': 1508.78, '2022-04-01': 1528.77, '2022-05-01': 1556.09, '2022-06-01': 1587.06, '2022-07-01': 1613.17, '2022-08-01': 1615.0, '2022-09-01': 1608.12, '2022-10-01': 1591.92, '2022-11-01': 1589.02, '2022-12-01': 1584.55, '2023-01-01': 1589.51, '2023-02-01': 1597.55, '2023-03-01': 1605.9, '2023-04-01': 1615.52, '2023-05-01': 1623.65, '2023-06-01': 1635.01, '2023-07-01': 1635.89, '2023-08-01': 1629.25, '2023-09-01': 1613.98, '2023-10-01': 1611.71, '2023-11-01': 1606.8, '2023-12-01': 1609.81, '2024-01-01': 1609.5, '2024-02-01': 1621.25, '2024-03-01': 1625.08, '2024-04-01': 1635.56, '2024-05-01': 1637.28, '2024-06-01': 1649.85, '2024-07-01': 1652.58, '2024-08-01': 1652.59, '2024-09-01': 1643.62, '2024-10-01': 1628.83, '2024-11-01': 1632.49, '2024-12-01': 1624.2, '2025-01-01': 1631.31, '2025-02-01': 1628.96, '2025-03-01': 1642.9, '2025-04-01': 1652.67, '2025-05-01': 1659.13, '2025-06-01': 1670.32, '2025-07-01': 1667.87, '2025-08-01': 1660.53, '2025-09-01': 1652.57, '2025-10-01': 1647.76, '2025-11-01': 1651.17, '2025-12-01': 1645.65, '2026-01-01': 1652.49}","{'representative_monthly_cost': 1652.53, 'estimated_income_needed': 66101.2, 'yoy_rent_change_pct': 1.3}",35.9792,-78.9022
Elizabeth City,NC,"{'2022-07-01': 1218.67, '2022-08-01': 1253.4, '2022-09-01': 1288.49, '2022-10-01': 1271.74, '2022-11-01': 1274.59, '2022-12-01': 1279.81, '2023-01-01': 1291.21, '2023-02-01': 1276.02, '2023-03-01': 1288.13, '2023-04-01': 1311.39, '2023-05-01': 1326.02, '2023-06-01': 1329.78, '2023-07-01': 1348.95, '2023-08-01': 1347.57, '2023-09-01': 1366.47, '2023-10-01': 1352.44, '2023-11-01': 1383.96, '2023-12-01': 1356.22, '2024-01-01': 1359.06, '2024-02-01': 1334.45, '2024-03-01': 1355.51, '2024-04-01': 1360.75, '2024-05-01': 1414.54, '2024-06-01': 1437.56, '2024-07-01': 1457.4, '2024-08-01': 1437.68, '2024-09-01': 1449.91, '2024-10-01': 1472.55, '2024-11-01': 1476.82, '2024-12-01': 1456.58, '2025-01-01': 1450.63, '2025-02-01': 1433.09, '2025-03-01': 1464.1, '2025-04-01': 1475.58, '2025-05-01': 1484.11, '2025-06-01': 1492.81, '2025-07-01': 1530.35, '2025-08-01': 1547.49, '2025-09-01': 1523.94, '2025-10-01': 1490.57, '2025-11-01': 1499.38, '2025-12-01': 1501.41, '2026-01-01': 1483.17}","{'representative_monthly_cost': 1491.69, 'estimated_income_needed': 59667.6, 'yoy_rent_change_pct': 2.24}",36.2942,-76.2360
Fayetteville,NC,"{'2015-01-01': 814.78, '2015-02-01': 816.67, '2015-03-01': 817.15, '2015-04-01': 819.01, '2015-05-01': 820.32, '2015-06-01': 824.4, '2015-07-01': 826.78, '2015-08-01': 828.94, '2015-09-01': 827.96, '2015-10-01': 825.67, '2015-11-01': 823.57, '2015-12-01': 823.59, '2016-01-01': 825.7, '2016-02-01': 827.19, '2016-03-01': 829.97, '2016-04-01': 830.54, '2016-05-01': 832.26, '2016-06-01': 832.47, '2016-07-01': 834.28, '2016-08-01': 836.53, '2016-09-01': 837.89, '2016-10-01': 835.63, '2016-11-01': 835.62, '2016-12-01': 834.58, '2017-01-01': 838.87, '2017-02-01': 841.51, '2017-03-01': 843.8, '2017-04-01': 846.63, '2017-05-01': 848.24, '2017-06-01': 852.12, '2017-07-01': 853.89, '2017-08-01': 853.97, '2017-09-01': 855.7, '2017-10-01': 856.15, '2017-11-01': 858.43, '2017-12-01': 859.35, '2018-01-01': 860.79, '2018-02-01': 863.28, '2018-03-01': 868.42, '2018-04-01': 875.39, '2018-05-01': 878.45, '2018-06-01': 878.96, '2018-07-01': 879.35, '2018-08-01': 881.11, '2018-09-01': 882.15, '2018-10-01': 882.81, '2018-11-01': 889.27, '2018-12-01': 891.76, '2019-01-01': 900.51, '2019-02-01': 903.21, '2019-03-01': 907.57, '2019-04-01': 911.75, '2019-05-01': 916.44, '2019-06-01': 921.61, '2019-07-01': 921.25, '2019-08-01': 923.18, '2019-09-01': 925.86, '2019-10-01': 927.81, '2019-11-01': 929.28, '2019-12-01': 931.55, '2020-01-01': 935.4, '2020-02-01': 943.27, '2020-03-01': 951.67, '2020-04-01': 954.49, '2020-05-01': 961.26, '2020-06-01': 971.03, '2020-07-01': 982.89, '2020-08-01': 989.09, '2020-09-01': 1000.88, '2020-10-01': 1015.57, '2020-11-01': 1025.27, '2020-12-01': 1031.86, '2021-01-01': 1037.3, '2021-02-01': 1049.53, '2021-03-01': 1062.32, '2021-04-01': 1086.39, '2021-05-01': 1117.01, '2021-06-01': 1141.11, '2021-07-01': 1157.77, '2021-08-01': 1164.97, '2021-09-01': 1179.48, '2021-10-01': 1184.53, '2021-11-01': 1195.7, '2021-12-01': 1208.38, '2022-01-01': 1232.21, '2022-02-01': 1247.99, '2022-03-01': 1263.22, '2022-04-01': 1278.92, '2022-05-01': 1296.14, '2022-06-01': 1310.79, '2022-07-01': 1312.56, '2022-08-01': 1321.25, '2022-09-01': 1322.8, '2022-10-01': 1328.14, '2022-11-01': 1320.4, '2022-12-01': 1319.52, '2023-01-01': 1326.74, '2023-02-01': 1338.73, '2023-03-01': 1357.72, '2023-04-01': 1362.26, '2023-05-01': 1377.45, '2023-06-01': 1376.1, '2023-07-01': 1380.5, '2023-08-01': 1376.89, '2023-09-01': 1378.76, '2023-10-01': 1378.87, '2023-11-01': 1375.31, '2023-12-01': 1368.47, '2024-01-01': 1371.32, '2024-02-01': 1374.09, '2024-03-01': 1385.21, '2024-04-01': 1396.92, '2024-05-01': 1410.25, '2024-06-01': 1417.32, '2024-07-01': 1424.15, '2024-08-01': 1429.83, '2024-09-01': 1437.04, '2024-10-01': 1435.89, '2024-11-01': 1434.02, '2024-12-01': 1434.15, '2025-01-01': 1437.35, '2025-02-01': 1443.28, '2025-03-01': 1451.78, '2025-04-01': 1454.16, '2025-05-01': 1466.15, '2025-06-01': 1467.99, '2025-07-01': 1479.84, '2025-08-01': 1478.72, '2025-09-01': 1480.75, '2025-10-01': 1478.89, '2025-11-01': 1479.1, '2025-12-01': 1479.58, '2026-01-01': 1480.34}","{'representative_monthly_cost': 1478.81, 'estimated_income_needed': 59152.4, 'yoy_rent_change_pct': 2.99}",35.0850,-78.9772
