city,state,cost,statistics,latitude,longitude
Chicago,IL,"{'2015-01-01': 1343.9, '2015-02-01': 1350.95, '2015-03-01': 1360.8, '2015-04-01': 1369.91, '2015-05-01': 1379.61, '2015-06-01': 1388.98, '2015-07-01': 1393.35, '2015-08-01': 1395.97, '2015-09-01': 1390.96, '2015-10-01': 1384.09, '2015-11-01': 1377.54, '2015-12-01': 1378.21, '2016-01-01': 1385.97, '2016-02-01': 1395.23, '2016-03-01': 1406.3, '2016-04-01': 1413.82, '2016-05-01': 1422.09, '2016-06-01': 1429.17, '2016-07-01': 1435.14, '2016-08-01': 1438.24, '2016-09-01': 1431.83, '2016-10-01': 1422.55, '2016-11-01': 1411.33, '2016-12-01': 1405.9, '2017-01-01': 1411.71, '2017-02-01': 1424.88, '2017-03-01': 1442.88, '2017-04-01': 1455.96, '2017-05-01': 1467.3, '2017-06-01': 1473.03, '2017-07-01': 1474.85, '2017-08-01': 1470.38, '2017-09-01': 1464.86, '2017-10-01': 1454.28, '2017-11-01': 1447.92, '2017-12-01': 1445.65, '2018-01-01': 1453.92, '2018-02-01': 1465.14, '2018-03-01': 1477.53, '2018-04-01': 1488.29, '2018-05-01': 1498.17, '2018-06-01': 1506.98, '2018-07-01': 1511.09, '2018-08-01': 1508.52, '2018-09-01': 1498.37, '2018-10-01': 1487.3, '2018-11-01': 1480.87, '2018-12-01': 1481.82, '2019-01-01': 1490.57, '2019-02-01': 1500.63, '2019-03-01': 1515.97, '2019-04-01': 1529.03, '2019-05-01': 1541.21, '2019-06-01': 1547.93, '2019-07-01': 1550.48, '2019-08-01': 1549.61, '2019-09-01': 1544.46, '2019-10-01': 1538.11, '2019-11-01': 1531.48, '2019-12-01': 1526.73, '2020-01-01': 1535.08, '2020-02-01': 1546.43, '2020-03-01': 1561.3, '2020-04-01': 1562.35, '2020-05-01': 1561.87, '2020-06-01': 1559.46, '2020-07-01': 1559.24, '2020-08-01': 1554.03, '2020-09-01': 1540.1, '2020-10-01': 1520.35, '2020-11-01': 1504.23, '2020-12-01': 1498.11, '2021-01-01': 1501.06, '2021-02-01': 1511.6, '2021-03-01': 1527.49, '2021-04-01': 1551.65, '2021-05-01': 1577.3, '2021-06-01': 1601.67, '2021-07-01': 1620.01, '2021-08-01': 1632.35, '2021-09-01': 1639.53, '2021-10-01': 1638.94, '2021-11-01': 1639.32, '2021-12-01': 1644.69, '2022-01-01': 1657.64, '2022-02-01': 1673.0, '2022-03-01': 1692.25, '2022-04-01': 1715.62, '2022-05-01': 1740.62, '2022-06-01': 1760.27, '2022-07-01': 1775.62, '2022-08-01': 1782.79, '2022-09-01': 1783.82, '2022-10-01': 1779.52, '2022-11-01': 1774.46, '2022-12-01': 1774.7, '2023-01-01': 1782.03, '2023-02-01': 1796.39, '2023-03-01': 1814.56, '2023-04-01': 1833.05, '2023-05-01': 1853.88, '2023-06-01': 1870.95, '2023-07-01': 1882.57, '2023-08-01': 1888.29, '2023-09-01': 1885.03, '2023-10-01': 1878.16, '2023-11-01': 1871.44, '2023-12-01': 1873.65, '2024-01-01': 1882.41, '2024-02-01': 1896.82, '2024-03-01': 1911.56, '2024-04-01': 1930.75, '2024-05-01': 1947.39, '2024-06-01': 1963.28, '2024-07-01': 1971.97, '2024-08-01': 1975.69, '2024-09-01': 1974.86, '2024-10-01': 1973.21, '2024-11-01': 1972.47, '2024-12-01': 1975.65, '2025-01-01': 1983.95, '2025-02-01': 2000.92, '2025-03-01': 2020.57, '2025-04-01': 2042.4, '2025-05-01': 2061.84, '2025-06-01': 2079.87, '2025-07-01': 2090.75, '2025-08-01': 2094.63, '2025-09-01': 2092.99, '2025-10-01': 2087.38, '2025-11-01': 2082.31, '2025-12-01': 2080.27, '2026-01-01': 2091.23}","{'representative_monthly_cost': 2081.29, 'estimated_income_needed': 83251.6, 'yoy_rent_change_pct': 5.41}",41.8375,-87.6866
Danville,IL,"{'2022-07-01': 679.67, '2022-08-01': 658.77, '2022-09-01': 658.76, '2022-10-01': 655.13, '2022-11-01': 647.12, '2022-12-01': 651.72, '2023-01-01': 649.18, '2023-02-01': 649.33, '2023-03-01': 662.73, '2023-04-01': 675.5, '2023-05-01': 697.54, '2023-06-01': 697.07, '2023-07-01': 700.53, '2023-08-01': 700.82, '2023-09-01': 700.15, '2023-10-01': 703.95, '2023-11-01': 708.06, '2023-12-01': 710.55, '2024-01-01': 713.51, '2024-02-01': 713.25, '2024-03-01': 728.04, '2024-04-01': 785.01, '2024-05-01': 824.15, '2024-06-01': 847.04, '2024-07-01': 813.02, '2024-08-01': 800.44, '2024-09-01': 785.52, '2024-10-01': 780.55, '2024-11-01': 775.03, '2024-12-01': 778.22, '2025-01-01': 775.5, '2025-02-01': 787.31, '2025-03-01': 793.95, '2025-04-01': 818.5, '2025-05-01': 825.02, '2025-06-01': 842.52, '2025-07-01': 838.26, '2025-08-01': 848.89, '2025-09-01': 836.74, '2025-10-01': 840.61, '2025-11-01': 826.9, '2025-12-01': 825.91, '2026-01-01': 824.9}","{'representative_monthly_cost': 826.41, 'estimated_income_needed': 33056.4, 'yoy_rent_change_pct': 6.37}",40.1426,-87.6111
Decatur,IL,"{'2023-01-01': 836.95, '2023-02-01': 825.29, '2023-03-01': 812.89, '2023-04-01': 804.54, '2023-05-01': 834.36, '2023-06-01': 842.35, '2023-07-01': 861.83, '2023-08-01': 852.87, '2023-09-01': 853.88, '2023-10-01': 865.09, '2023-11-01': 873.47, '2023-12-01': 873.75, '2024-01-01': 868.67, '2024-02-01': 866.01, '2024-03-01': 875.18, '2024-04-01': 916.56, '2024-05-01': 930.07, '2024-06-01': 949.9, '2024-07-01': 913.76, '2024-08-01': 917.75, '2024-09-01': 899.64, '2024-10-01': 939.63, '2024-11-01': 963.98, '2024-12-01': 989.9, '2025-01-01': 947.66, '2025-02-01': 955.29, '2025-03-01': 948.88, '2025-04-01': 976.17, '2025-05-01': 990.26, '2025-06-01': 1007.16, '2025-07-01': 1019.54, '2025-08-01': 1010.78, '2025-09-01': 1019.56, '2025-10-01': 1028.47, '2025-11-01': 1037.94, '2025-12-01': 1042.49, '2026-01-01': 1044.58}","{'representative_monthly_cost': 1015.16, 'estimated_income_needed': 40606.4, 'yoy_rent_change_pct': 10.23}",39.8557,-88.9342
Dixon,IL,"{'2025-03-01': 947.48, '2025-04-01': 911.49, '2025-05-01': 930.02, '2025-06-01': 921.72, '2025-07-01': 963.96, '2025-08-01': 951.25, '2025-09-01': 950.19, '2025-10-01': 954.46, '2025-11-01': 958.7, '2025-12-01': 983.31, '2026-01-01': 980.0}","{'representative_monthly_cost': 951.25, 'estimated_income_needed': 38050.0, 'yoy_rent_change_pct': None}",41.8439,-89.4794
Jacksonville,IL,{'2026-01-01': 925.0},"{'representative_monthly_cost': 925.0, 'estimated_income_needed': 37000.0, 'yoy_rent_change_pct': None}",39.7292,-90.2317
Kankakee,IL,"{'2021-03-01': 1024.67, '2021-04-01': 1040.16, '2021-05-01': 1049.69, '2021-06-01': 1058.8, '2021-07-01': 1077.82, '2021-08-01': 1073.03, '2021-09-01': 1061.46, '2021-10-01': 1045.1, '2021-11-01': 1032.36, '2021-12-01': 1045.25, '2022-01-01': 1058.57, '2022-02-01': 1080.19, '2022-03-01': 1105.95, '2022-04-01': 1122.78, '2022-05-01': 1135.86, '2022-06-01': 1138.09, '2022-07-01': 1150.91, '2022-08-01': 1161.35, '2022-09-01': 1155.16, '2022-10-01': 1155.97, '2022-11-01': 1163.45, '2022-12-01': 1178.59, '2023-01-01': 1178.97, '2023-02-01': 1186.4, '2023-03-01': 1176.28, '2023-04-01': 1196.98, '2023-05-01': 1193.27, '2023-06-01': 1211.9, '2023-07-01': 1211.62, '2023-08-01': 1225.95, '2023-09-01': 1230.17, '2023-10-01': 1234.0, '2023-11-01': 1239.35, '2023-12-01': 1265.01, '2024-01-01': 1267.96, '2024-02-01': 1271.02, '2024-03-01': 1251.63, '2024-04-01': 1267.4, '2024-05-01': 1287.71, '2024-06-01': 1313.94, '2024-07-01': 1316.86, '2024-08-01': 1304.65, '2024-09-01': 1300.24, '2024-10-01': 1309.88, '2024-11-01': 1348.6, '2024-12-01': 1351.65, '2025-01-01': 1366.66, '2025-02-01': 1340.04, '2025-03-01': 1351.75, '2025-04-01': 1348.22, '2025-05-01': 1364.64, '2025-06-01': 1378.78, '2025-07-01': 1377.45, '2025-08-01': 1393.88, '2025-09-01': 1395.41, '2025-10-01': 1397.01, '2025-11-01': 1386.18, '2025-12-01': 1396.93, '2026-01-01': 1399.98}","{'representative_monthly_cost': 1382.48, 'estimated_income_needed': 55299.2, 'yoy_rent_change_pct': 2.44}",41.1020,-87.8643
Macomb,IL,{'2026-01-01': 1166.67},"{'representative_monthly_cost': 1166.67, 'estimated_income_needed': 46666.8, 'yoy_rent_change_pct': None}",40.4709,-90.6807
Peoria,IL,"{'2015-05-01': 710.9, '2015-06-01': 708.01, '2015-07-01': 709.37, '2015-08-01': 706.33, '2015-09-01': 712.11, '2015-10-01': 713.96, '2015-11-01': 711.97, '2015-12-01': 717.5, '2016-01-01': 714.6, '2016-02-01': 714.98, '2016-04-01': 720.29, '2016-05-01': 722.91, '2016-06-01': 720.65, '2016-07-01': 721.07, '2016-08-01': 718.54, '2016-09-01': 726.3, '2016-10-01': 718.2, '2016-11-01': 719.96, '2016-12-01': 706.19, '2017-01-01': 712.42, '2017-02-01': 714.81, '2017-03-01': 715.26, '2017-04-01': 716.89, '2017-05-01': 724.42, '2017-06-01': 734.85, '2017-07-01': 735.1, '2017-08-01': 729.34, '2017-09-01': 719.29, '2017-10-01': 717.55, '2017-11-01': 716.16, '2017-12-01': 721.45, '2018-01-01': 728.05, '2018-02-01': 728.81, '2018-03-01': 724.01, '2018-04-01': 720.62, '2018-05-01': 728.61, '2018-06-01': 734.98, '2018-07-01': 737.36, '2018-08-01': 732.26, '2018-09-01': 731.06, '2018-10-01': 728.42, '2018-11-01': 730.41, '2018-12-01': 737.1, '2019-01-01': 741.77, '2019-02-01': 743.37, '2019-03-01': 744.34, '2019-04-01': 749.2, '2019-05-01': 754.44, '2019-06-01': 757.65, '2019-07-01': 757.99, '2019-08-01': 759.68, '2019-09-01': 764.38, '2019-10-01': 766.38, '2019-11-01': 761.56, '2019-12-01': 757.87, '2020-01-01': 758.12, '2020-02-01': 765.27, '2020-03-01': 773.75, '2020-04-01': 778.52, '2020-05-01': 786.81, '2020-06-01': 783.82, '2020-07-01': 786.51, '2020-08-01': 792.47, '2020-09-01': 797.07, '2020-10-01': 804.97, '2020-11-01': 800.95, '2020-12-01': 802.71, '2021-01-01': 805.8, '2021-02-01': 801.78, '2021-03-01': 812.03, '2021-04-01': 810.43, '2021-05-01': 826.44, '2021-06-01': 830.54, '2021-07-01': 842.54, '2021-08-01': 850.63, '2021-09-01': 856.82, '2021-10-01': 867.15, '2021-11-01': 865.68, '2021-12-01': 863.66, '2022-01-01': 858.08, '2022-02-01': 873.49, '2022-03-01': 890.8, '2022-04-01': 893.93, '2022-05-01': 902.3, '2022-06-01': 913.84, '2022-07-01': 944.6, '2022-08-01': 948.25, '2022-09-01': 940.67, '2022-10-01': 924.64, '2022-11-01': 930.68, '2022-12-01': 940.32, '2023-01-01': 957.31, '2023-02-01': 954.03, '2023-03-01': 970.02, '2023-04-01': 979.64, '2023-05-01': 1000.26, '2023-06-01': 998.4, '2023-07-01': 1008.93, '2023-08-01': 1014.46, '2023-09-01': 1027.36, '2023-10-01': 1024.59, '2023-11-01': 1031.75, '2023-12-01': 1039.74, '2024-01-01': 1052.9, '2024-02-01': 1066.07, '2024-03-01': 1076.7, '2024-04-01': 1083.61, '2024-05-01': 1076.55, '2024-06-01': 1071.48, '2024-07-01': 1077.85, '2024-08-01': 1074.81, '2024-09-01': 1083.85, '2024-10-01': 1079.59, '2024-11-01': 1090.95, '2024-12-01': 1087.18, '2025-01-01': 1093.82, '2025-02-01': 1105.14, '2025-03-01': 1140.62, '2025-04-01': 1159.2, '2025-05-01': 1160.08, '2025-06-01': 1144.07, '2025-07-01': 1142.81, '2025-08-01': 1150.7, '2025-09-01': 1158.01, '2025-10-01': 1161.75, '2025-11-01': 1161.1, '2025-12-01': 1154.04, '2026-01-01': 1176.28}","{'representative_monthly_cost': 1156.02, 'estimated_income_needed': 46240.8, 'yoy_rent_change_pct': 7.54}",40.7520,-89.6154
Pontiac,IL,"{'2025-10-01': 1134.06, '2025-11-01': 1054.88, '2025-12-01': 1076.86, '2026-01-01': 1055.17}","{'representative_monthly_cost': 1066.01, 'estimated_income_needed': 42640.4, 'yoy_rent_change_pct': None}",40.8894,-88.6409
Quincy,IL,"{'2024-06-01': 877.19, '2024-07-01': 901.52, '2024-08-01': 934.38, '2024-09-01': 933.67, '2024-10-01': 946.35, '2024-11-01': 921.0, '2024-12-01': 928.78, '2025-01-01': 956.42, '2025-02-01': 963.11, '2025-03-01': 969.74, '2025-04-01': 959.07, '2025-05-01': 978.39, '2025-06-01': 1003.23, '2025-07-01': 1007.67, '2025-08-01': 985.35, '2025-09-01': 993.49, '2025-10-01': 1025.9, '2025-11-01': 1072.57, '2025-12-01': 1059.08, '2026-01-01': 1036.81}","{'representative_monthly_cost': 998.36, 'estimated_income_needed': 39934.4, 'yoy_rent_change_pct': 8.41}",39.9336,-91.3799
Rockford,IL,"{'2015-01-01': 621.55, '2015-02-01': 630.72, '2015-03-01': 623.02, '2015-04-01': 628.91, '2015-05-01': 634.88, '2015-06-01': 651.76, '2015-07-01': 651.72, '2015-08-01': 650.98, '2015-09-01': 652.73, '2015-10-01': 652.19, '2015-11-01': 646.93, '2015-12-01': 639.71, '2016-01-01': 642.82, '2016-02-01': 647.43, '2016-03-01': 647.52, '2016-04-01': 650.49, '2016-05-01': 656.42, '2016-06-01': 662.44, '2016-07-01': 669.84, '2016-08-01': 669.35, '2016-09-01': 674.38, '2016-10-01': 673.08, '2016-11-01': 673.28, '2016-12-01': 671.12, '2017-01-01': 667.69, '2017-02-01': 669.39, '2017-03-01': 672.27, '2017-04-01': 678.76, '2017-05-01': 682.62, '2017-06-01': 686.57, '2017-07-01': 687.36, '2017-08-01': 689.35, '2017-09-01': 689.89, '2017-10-01': 691.94, '2017-11-01': 693.29, '2017-12-01': 693.37, '2018-01-01': 692.81, '2018-02-01': 695.52, '2018-03-01': 700.6, '2018-04-01': 701.17, '2018-05-01': 704.9, '2018-06-01': 707.96, '2018-07-01': 714.69, '2018-08-01': 716.16, '2018-09-01': 716.96, '2018-10-01': 714.92, '2018-11-01': 720.75, '2018-12-01': 721.13, '2019-01-01': 727.18, '2019-02-01': 722.88, '2019-03-01': 729.27, '2019-04-01': 733.89, '2019-05-01': 743.34, '2019-06-01': 746.62, '2019-07-01': 747.5, '2019-08-01': 746.22, '2019-09-01': 744.79, '2019-10-01': 750.35, '2019-11-01': 752.02, '2019-12-01': 755.36, '2020-01-01': 757.44, '2020-02-01': 761.87, '2020-03-01': 767.34, '2020-04-01': 768.91, '2020-05-01': 770.65, '2020-06-01': 774.95, '2020-07-01': 782.13, '2020-08-01': 794.47, '2020-09-01': 804.46, '2020-10-01': 806.9, '2020-11-01': 805.4, '2020-12-01': 805.86, '2021-01-01': 817.52, '2021-02-01': 836.17, '2021-03-01': 844.4, '2021-04-01': 847.76, '2021-05-01': 848.24, '2021-06-01': 857.12, '2021-07-01': 859.67, '2021-08-01': 859.6, '2021-09-01': 862.13, '2021-10-01': 872.35, '2021-11-01': 882.16, '2021-12-01': 889.75, '2022-01-01': 890.72, '2022-02-01': 892.0, '2022-03-01': 905.8, '2022-04-01': 927.87, '2022-05-01': 944.64, '2022-06-01': 944.65, '2022-07-01': 939.82, '2022-08-01': 940.43, '2022-09-01': 947.86, '2022-10-01': 955.41, '2022-11-01': 952.52, '2022-12-01': 954.44, '2023-01-01': 950.73, '2023-02-01': 963.2, '2023-03-01': 977.62, '2023-04-01': 992.04, '2023-05-01': 1002.49, '2023-06-01': 1002.98, '2023-07-01': 1010.69, '2023-08-01': 1018.17, '2023-09-01': 1028.04, '2023-10-01': 1033.0, '2023-11-01': 1041.61, '2023-12-01': 1045.81, '2024-01-01': 1049.46, '2024-02-01': 1049.44, '2024-03-01': 1050.92, '2024-04-01': 1059.92, '2024-05-01': 1069.65, '2024-06-01': 1080.29, '2024-07-01': 1089.84, '2024-08-01': 1098.72, '2024-09-01': 1107.42, '2024-10-01': 1114.81, '2024-11-01': 1111.22, '2024-12-01': 1105.03, '2025-01-01': 1105.85, '2025-02-01': 1124.18, '2025-03-01': 1141.36, '2025-04-01': 1147.36, '2025-05-01': 1141.96, '2025-06-01': 1156.97, '2025-07-01': 1180.01, '2025-08-01': 1203.03, '2025-09-01': 1198.23, '2025-10-01': 1194.32, '2025-11-01': 1196.14, '2025-12-01': 1200.9, '2026-01-01': 1201.69}","{'representative_monthly_cost': 1187.17, 'estimated_income_needed': 47486.8, 'yoy_rent_change_pct': 8.67}",42.2596,-89.0640
Springfield,IL,"{'2016-05-01': 749.61, '2016-06-01': 733.56, '2016-07-01': 729.66, '2016-08-01': 736.64, '2016-09-01': 739.39, '2016-10-01': 743.81, '2016-12-01': 739.45, '2017-01-01': 741.55, '2017-02-01': 744.89, '2017-03-01': 746.08, '2017-04-01': 751.61, '2017-05-01': 755.91, '2017-06-01': 760.4, '2017-07-01': 754.88, '2017-08-01': 753.54, '2017-09-01': 754.37, '2017-10-01': 747.71, '2017-11-01': 752.91, '2017-12-01': 748.37, '2018-01-01': 756.17, '2018-02-01': 748.64, '2018-03-01': 754.84, '2018-04-01': 759.73, '2018-05-01': 765.69, '2018-06-01': 769.34, '2018-07-01': 764.76, '2018-08-01': 764.61, '2018-09-01': 762.57, '2018-10-01': 768.68, '2018-11-01': 766.34, '2018-12-01': 773.88, '2019-01-01': 770.0, '2019-02-01': 774.49, '2019-03-01': 767.91, '2019-04-01': 779.16, '2019-05-01': 780.45, '2019-06-01': 790.09, '2019-07-01': 787.58, '2019-08-01': 793.31, '2019-09-01': 795.65, '2019-10-01': 796.35, '2019-11-01': 797.54, '2019-12-01': 791.11, '2020-01-01': 792.23, '2020-02-01': 797.03, '2020-03-01': 797.36, '2020-04-01': 795.13, '2020-05-01': 794.12, '2020-06-01': 802.56, '2020-07-01': 814.5, '2020-08-01': 821.86, '2020-09-01': 818.79, '2020-10-01': 822.08, '2020-11-01': 825.41, '2020-12-01': 835.49, '2021-01-01': 830.21, '2021-02-01': 833.31, '2021-03-01': 827.7, '2021-04-01': 837.62, '2021-05-01': 840.08, '2021-06-01': 855.48, '2021-07-01': 864.48, '2021-08-01': 875.6, '2021-09-01': 880.75, '2021-10-01': 887.26, '2021-11-01': 886.84, '2021-12-01': 900.68, '2022-01-01': 904.74, '2022-02-01': 906.17, '2022-03-01': 903.34, '2022-04-01': 919.92, '2022-05-01': 937.41, '2022-06-01': 944.7, '2022-07-01': 944.28, '2022-08-01': 952.17, '2022-09-01': 967.01, '2022-10-01': 968.31, '2022-11-01': 962.57, '2022-12-01': 968.1, '2023-01-01': 968.69, '2023-02-01': 987.22, '2023-03-01': 985.03, '2023-04-01': 997.92, '2023-05-01': 995.49, '2023-06-01': 1007.54, '2023-07-01': 1010.62, '2023-08-01': 1018.81, '2023-09-01': 1020.12, '2023-10-01': 1025.66, '2023-11-01': 1039.04, '2023-12-01': 1038.92, '2024-01-01': 1045.51, '2024-02-01': 1037.45, '2024-03-01': 1047.98, '2024-04-01': 1067.15, '2024-05-01': 1078.23, '2024-06-01': 1080.61, '2024-07-01': 1080.04, '2024-08-01': 1084.15, '2024-09-01': 1093.84, '2024-10-01': 1095.7, '2024-11-01': 1095.17, '2024-12-01': 1093.17, '2025-01-01': 1081.07, '2025-02-01': 1101.22, '2025-03-01': 1108.5, '2025-04-01': 1123.92, '2025-05-01': 1120.93, '2025-06-01': 1133.84, '2025-07-01': 1149.34, '2025-08-01': 1157.12, '2025-09-01': 1155.34, '2025-10-01': 1154.54, '2025-11-01': 1147.96, '2025-12-01': 1144.12, '2026-01-01': 1139.91}","{'representative_monthly_cost': 1142.01, 'estimated_income_needed': 45680.4, 'yoy_rent_change_pct': 5.44}",39.7709,-89.6540
Angola,IN,{'2026-01-01': 1251.33},"{'representative_monthly_cost': 1251.33, 'estimated_income_needed': 50053.2, 'yoy_rent_change_pct': None}",41.6433,-85.0050
Bloomington,IN,"{'2015-01-01': 946.24, '2015-02-01': 938.44, '2015-03-01': 922.04, '2015-04-01': 918.27, '2015-05-01': 919.96, '2015-06-01': 923.77, '2015-08-01': 916.07, '2015-09-01': 932.65, '2015-10-01': 945.12, '2015-11-01': 961.8, '2015-12-01': 961.16, '2016-01-01': 950.67, '2016-02-01': 937.28, '2016-03-01': 933.67, '2016-04-01': 936.91, '2016-05-01': 951.85, '2016-06-01': 941.05, '2016-07-01': 941.6, '2016-08-01': 938.37, '2016-09-01': 955.42, '2016-10-01': 964.57, '2016-11-01': 977.65, '2016-12-01': 981.94, '2017-01-01': 985.42, '2017-02-01': 981.21, '2017-03-01': 980.53, '2017-04-01': 976.39, '2017-05-01': 985.63, '2017-06-01': 984.06, '2017-07-01': 991.05, '2017-08-01': 982.54, '2017-09-01': 996.15, '2017-10-01': 1007.22, '2017-11-01': 1022.27, '2017-12-01': 1019.85, '2018-01-01': 1017.42, '2018-02-01': 1014.03, '2018-03-01': 1014.17, '2018-04-01': 1014.7, '2018-05-01': 1019.41, '2018-06-01': 1028.86, '2018-07-01': 1031.92, '2018-08-01': 1031.11, '2018-09-01': 1041.04, '2018-10-01': 1050.57, '2018-11-01': 1061.8, '2018-12-01': 1059.69, '2019-01-01': 1063.36, '2019-02-01': 1072.16, '2019-03-01': 1082.02, '2019-04-01': 1082.32, '2019-05-01': 1086.41, '2019-06-01': 1091.75, '2019-07-01': 1095.9, '2019-08-01': 1093.43, '2019-09-01': 1093.32, '2019-10-01': 1101.48, '2019-11-01': 1108.6, '2019-12-01': 1102.92, '2020-01-01': 1109.4, '2020-02-01': 1112.58, '2020-03-01': 1122.87, '2020-04-01': 1120.69, '2020-05-01': 1124.16, '2020-06-01': 1126.37, '2020-07-01': 1130.97, '2020-08-01': 1132.13, '2020-09-01': 1144.95, '2020-10-01': 1153.46, '2020-11-01': 1160.21, '2020-12-01': 1160.04, '2021-01-01': 1166.39, '2021-02-01': 1170.79, '2021-03-01': 1181.57, '2021-04-01': 1176.69, '2021-05-01': 1183.93, '2021-06-01': 1191.19, '2021-07-01': 1208.65, '2021-08-01': 1236.06, '2021-09-01': 1252.4, '2021-10-01': 1264.98, '2021-11-01': 1259.57, '2021-12-01': 1243.57, '2022-01-01': 1244.8, '2022-02-01': 1268.51, '2022-03-01': 1320.31, '2022-04-01': 1350.54, '2022-05-01': 1360.63, '2022-06-01': 1350.31, '2022-07-01': 1376.7, '2022-08-01': 1394.01, '2022-09-01': 1402.06, '2022-10-01': 1382.33, '2022-11-01': 1361.29, '2022-12-01': 1392.42, '2023-01-01': 1399.32, '2023-02-01': 1423.24, '2023-03-01': 1407.83, '2023-04-01': 1425.39, '2023-05-01': 1425.59, '2023-06-01': 1418.67, '2023-07-01': 1418.49, '2023-08-01': 1419.29, '2023-09-01': 1427.87, '2023-10-01': 1426.44, '2023-11-01': 1424.09, '2023-12-01': 1435.37, '2024-01-01': 1444.76, '2024-02-01': 1454.41, '2024-03-01': 1451.34, '2024-04-01': 1455.35, '2024-05-01': 1463.32, '2024-06-01': 1469.12, '2024-07-01': 1478.56, '2024-08-01': 1487.39, '2024-09-01': 1503.71, '2024-10-01': 1510.54, '2024-11-01': 1511.43, '2024-12-01': 1501.09, '2025-01-01': 1504.33, '2025-02-01': 1513.22, '2025-03-01': 1523.0, '2025-04-01': 1509.39, '2025-05-01': 1509.66, '2025-06-01': 1515.85, '2025-07-01': 1535.08, '2025-08-01': 1557.23, '2025-09-01': 1570.63, '2025-10-01': 1580.94, '2025-11-01': 1569.15, '2025-12-01': 1564.67, '2026-01-01': 1553.31}","{'representative_monthly_cost': 1544.19, 'estimated_income_needed': 61767.6, 'yoy_rent_change_pct': 3.26}",39.1637,-86.5257
Columbus,IN,"{'2018-05-01': 925.75, '2018-06-01': 921.98, '2018-07-01': 922.82, '2018-08-01': 918.07, '2018-09-01': 913.26, '2018-10-01': 915.32, '2018-11-01': 926.71, '2018-12-01': 928.85, '2019-01-01': 927.0, '2019-02-01': 919.79, '2019-03-01': 931.92, '2019-04-01': 929.03, '2019-05-01': 941.82, '2019-06-01': 943.72, '2019-07-01': 963.92, '2019-08-01': 960.28, '2019-09-01': 964.69, '2019-10-01': 955.69, '2019-11-01': 952.99, '2019-12-01': 942.39, '2020-01-01': 945.84, '2020-02-01': 946.49, '2020-03-01': 948.14, '2020-04-01': 941.21, '2020-05-01': 947.26, '2020-06-01': 946.0, '2020-07-01': 956.98, '2020-08-01': 960.18, '2020-09-01': 977.3, '2020-10-01': 979.9, '2020-11-01': 992.33, '2020-12-01': 993.4, '2021-01-01': 991.76, '2021-02-01': 976.35, '2021-03-01': 962.8, '2021-04-01': 952.43, '2021-05-01': 980.23, '2021-06-01': 1002.43, '2021-07-01': 1050.97, '2021-08-01': 1059.23, '2021-09-01': 1079.68, '2021-10-01': 1057.57, '2021-11-01': 1072.88, '2021-12-01': 1083.65, '2022-01-01': 1113.58, '2022-02-01': 1095.24, '2022-03-01': 1102.1, '2022-04-01': 1109.08, '2022-05-01': 1143.1, '2022-06-01': 1156.08, '2022-07-01': 1163.34, '2022-08-01': 1156.26, '2022-09-01': 1149.28, '2022-10-01': 1158.56, '2022-11-01': 1163.08, '2022-12-01': 1164.26, '2023-01-01': 1163.56, '2023-02-01': 1160.38, '2023-03-01': 1170.8, '2023-04-01': 1175.97, '2023-05-01': 1192.89, '2023-06-01': 1193.1, '2023-07-01': 1190.44, '2023-08-01': 1197.34, '2023-09-01': 1208.11, '2023-10-01': 1215.59, '2023-11-01': 1214.69, '2023-12-01': 1216.97, '2024-01-01': 1225.78, '2024-02-01': 1234.67, '2024-03-01': 1233.37, '2024-04-01': 1240.64, '2024-05-01': 1242.94, '2024-06-01': 1266.63, '2024-07-01': 1279.39, '2024-08-01': 1280.85, '2024-09-01': 1276.29, '2024-10-01': 1272.96, '2024-11-01': 1294.81, '2024-12-01': 1302.25, '2025-01-01': 1303.28, '2025-02-01': 1299.81, '2025-03-01': 1296.18, '2025-04-01': 1308.9, '2025-05-01': 1318.87, '2025-06-01': 1331.91, '2025-07-01': 1345.91, '2025-08-01': 1358.4, '2025-09-01': 1366.9, '2025-10-01': 1365.69, '2025-11-01': 1354.84, '2025-12-01': 1358.29, '2026-01-01': 1339.37}","{'representative_monthly_cost': 1342.64, 'estimated_income_needed': 53705.6, 'yoy_rent_change_pct': 2.77}",39.2093,-85.9183
Crawfordsville,IN,"{'2024-02-01': 798.74, '2024-03-01': 813.34, '2024-04-01': 825.03, '2024-05-01': 834.26, '2024-06-01': 841.77, '2024-07-01': 874.75, '2024-08-01': 880.08, '2024-09-01': 880.41, '2024-10-01': 856.76, '2024-11-01': 862.1, '2024-12-01': 880.81, '2025-01-01': 892.75, '2025-02-01': 896.82, '2025-03-01': 896.04, '2025-04-01': 892.31, '2025-05-01': 888.81, '2025-06-01': 895.37, '2025-07-01': 902.65, '2025-08-01': 914.18, '2025-09-01': 914.91, '2025-10-01': 932.19, '2025-11-01': 942.98, '2025-12-01': 927.17, '2026-01-01': 922.21}","{'representative_monthly_cost': 908.41, 'estimated_income_needed': 36336.4, 'yoy_rent_change_pct': 3.3}",40.0428,-86.8976
